Ranking,Title,Genre,Publisher,Year,Directors,Plot,Rating,Votes,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Platforms
"899","Dragon Age: Inquisition","Role-Playing","Electronic Arts","2014","Mike Laidlaw, Pierre Michel-Estival","When the Conclave is destroyed, leaving only one survivor, demons are loosed up on the world. In an attempt to restore order and save the world, the survivor--now the inquisitor-- instigates the long forgotten inquisition.",8.6,4926,2.2,1.87,0.13,0.61,4.81,"XOne|X360|PC|PS4|PS3"
"900","Dragon Age: Origins","Role-Playing","Electronic Arts","2009","Dan Tudge","After four hundred years since the last Blight, a new Archdemon seeks to destroy the land of Ferelden. It is up to the player - as one of the remaining Grey Wardens - to unite the divided armies of Ferelden and save humanity.",9.1,7942,2.72,1.46,0.11,0.5,4.77,"X360|PS3|PC"
"901","Dragon Ball GT: Final Bout","Fighting","Namco Bandai Games","1997","Mitsuo Hashimoto","A fighting game for the PlayStation 1 based on the TV series.",5.4,158,0.02,0.02,0.22,0.02,0.27,"PS"
"902","Dragon Ball GT: Transformation","Action","Atari","2005","Missing","Play through the Black Star Dragon Ball Saga up to the Baby Saga.",7.1,29,0.2,0.08,0,0.01,0.28,"GBA"
"903","Dragon Ball Z","Fighting","Namco Bandai Games","1993","Takayoshi Nakazato","A arcade fighting game that is based on Dragon Ball Z.",8.5,106,0,0,1.45,0,1.45,"SNES"
"904","Dragon Ball Z for Kinect","Fighting","Namco Bandai Games","2012","Kazunori Hanashima","Missing",2.7,32,0.01,0,0,0,0.01,"X360"
"905","Dragon Ball Z: Battle of Z","Fighting","Namco Bandai Games","2014","Missing","Play as Goku or one of 69 other characters in the newest Dragon Ball Z game for the PlayStation 3.",6.9,96,0.11,0.21,0.12,0.08,0.53,"X360|PS3|PSV"
"906","Dragon Ball Z: Budokai","Fighting","Atari","2002","Missing","Play as Goku and a host of other Dragon Ball Z characters as you make your way through the Saiyan, Namekian, and Android sagas, or compete as your favorite character in the World Tournament mode.",7.3,486,2.7,0.42,0.55,0.1,3.78,"PS2|GC"
"907","Dragon Ball Z: Budokai 2","Fighting","Atari","2003","Missing","Play as Goku and a host of other Dragon Ball Z characters as you make your way through the Saiyan, Namekian, Android, and Buu sagas in the all new Dragon World story mode, or compete as your favorite character in the World Tournament mode.",7.6,373,1.84,0.28,0.51,0.07,2.68,"PS2|GC"
"908","Dragon Ball Z: Budokai 3","Fighting","Atari","2004","Missing","The third installment in the Dragon Ball Z: Budokai series, with new abilities included.",8.5,649,1.09,0.15,0.65,0.04,1.94,"PS2"
"909","Dragon Ball Z: Budokai Tenkaichi","Fighting","Atari","2005","Missing","The game delivers an extreme 3D fighting experience, improving with over 150 playable characters, enhanced fighting techniques, beautifully refined effects and shading techniques, making each character's effects more realistic.",7.7,403,0.96,0.12,0.54,0.04,1.66,"PS2"
"910","Dragon Ball Z: Budokai Tenkaichi 3","Fighting","Atari","2007","Missing","The third and final installment in the Budokai Tenkaichi series that includes the apocalyptic battles and the essence of the Dragon Ball series, following the main story.",8.7,866,1.48,0.37,1.02,1.18,4.04,"Wii|PS2"
"911","Dragon Ball Z: Burst Limit","Fighting","Atari","2008","Missing","Play as all the characters of Dragon Ball Z through all the sagas and episodes of the show.",7.1,221,0.46,0.52,0.21,0.17,1.35,"PS3|X360"
"912","Dragon Ball Z: Buu's Fury","Action","Atari","2004","Missing","Missing",7.3,51,0.44,0.16,0,0.01,0.61,"GBA"
"913","Dragon Ball Z: Collectible Card Game","Misc","Infogrames","2002","Missing","A Game Boy Advance Game based on the Dragon Ball Z Trading Card Game by Score Entertainment.",3.6,6,0.33,0.12,0,0.01,0.46,"GBA"
"914","Dragon Ball Z: Idainaru Dragon Ball Densetsu","Fighting","Namco Bandai Games","1996","Hisayasu Suzuki","Missing",6.7,17,0,0,0.33,0.01,0.34,"PS|SAT"
"915","Dragon Ball Z: Infinite World","Fighting","Namco Bandai Games","2008","Missing","The game combines all the best elements of previous Dragon Ball Z games, while boasting new features such as ""Dragon Missions"", new battle types and drama scenes for fans to delve deeper than ever before into the Dragon Ball Z® universe.",7.6,159,0.08,0.06,0.21,0.02,0.36,"PS2"
"916","Dragon Ball Z: Sagas","Fighting","Atari","2005","Missing","Fight characters from the world of Dragon Ball Z as you go from the Saiyan Saga to the Cell Games saga.",5.4,217,0.72,0.1,0,0.08,0.91,"XB|GC|PS2"
"917","Dragon Ball Z: Shin Budokai","Fighting","Atari","2006","Ryo Mito","The game will let you experience intense wireless multiplayer battles featuring the most thrilling aspects of DBZ combat, including melee and ranged attacks, counter-attacks, super high-speed bouts, and flight.",7.6,113,0.26,0.08,0.13,0.07,0.55,"PSP"
"918","Dragon Ball Z: Shin Budokai - Another Road","Fighting","Atari","2007","Missing","This is the sequel of Shin Budokai. This has a what if story line. This is the future of Trunks (History of Trunks) where he finds Babidi and Buu destroying cities. He goes to a different ...                See full summary »",8,95,0.19,0.09,0.08,0.07,0.44,"PSP"
"919","Dragon Ball Z: Taiketsu","Fighting","Atari","2003","Missing","A fighting game for the Game Boy Advance.",3.8,23,0.77,0.29,0,0.02,1.08,"GBA"
"920","Dragon Ball Z: Tenkaichi Tag Team","Fighting","Namco Bandai Games","2010","Missing","This is a game which takes us to the adventures of goku and his friends from the Saiyain saga to the Buu saga and also has some episodes where you are in a 'what if?' scenario. What will happen? Find out in the game.",8.2,98,0.11,0.04,0.09,0.03,0.27,"PSP"
"921","Dragon Ball Z: The Legacy of Goku","Role-Playing","Infogrames","2002","Missing","Fight your way through the Saiyan and Namek saga's in this Dragon Ball Z adventure game.",6.1,60,1.52,0.12,0,0.05,1.69,"GBA"
"922","Dragon Ball Z: The Legacy of Goku II","Role-Playing","Atari","2003","Missing","Battle your way through the Trunks, Androids and Cell sagas in this fast paced sequel to Dragon Ball Z: Legacy of Goku.",7.5,59,0.78,0.29,0,0.02,1.09,"GBA"
"923","Dragon Ball Z: Ultimate Tenkaichi","Fighting","Namco Bandai Games","2011","Missing","The game features upgraded environmental and character graphics with designs drawn from the original manga series. Destructible battle fields, including massive craters and ki energy blasts across the sky deliver a dynamic experience.",5.5,85,0.66,0.28,0.1,0.12,1.16,"X360|PS3"
"924","Dragon Ball: Origins","Action","Atari","2008","Missing","Play as Goku as you try to protect your friend Bulma and collect the 7 magic Dragon Balls.",8,68,0.09,0.03,0,0.01,0.13,"DS"
"925","Dragon Ball: Origins 2","Action","Namco Bandai Games","2010","Ryotaro Takahashi","Play as Goku as you fight your way from the Red Ribbon Army all the way to the resurrection of Upa's father.",7.2,41,0.05,0.02,0.08,0.01,0.16,"DS"
"926","Dragon Ball: Raging Blast","Fighting","Namco Bandai Games","2009","Missing","Interactive and destructible environments bring a new layer of intensity to the battle stages featured in this game. Smash opponents into rocks to increase their damage count and gain the upper hand in battles.",7,214,0.73,0.28,0.13,0.14,1.28,"X360|PS3"
"927","Dragon Ball: Raging Blast 2","Fighting","Namco Bandai Games","2010","Missing","A mysterious cloud brings back some of Goku's most fearsome foes throughout Dragon Ball history. Join the Z-Fighters in a raging blast of brawls to save the planet from an evil mastermind planning to seek his revenge on the Saiyan Race.",7.5,209,0.91,0.29,0.12,0.14,1.47,"PS3|X360"
"928","Dragon Ball: Revenge of King Piccolo","Action","Namco Bandai Games","2009","Missing","Play as Kid Goku in this fun Dragon Ball game for the Nintendo Wii.",7.5,61,0.13,0.03,0.03,0.02,0.2,"Wii"
"929","Dragon Quest I & II","Role-Playing","Enix Corporation","1993","Missing","A remake of Dragon Quest 1 and Dragon Quest 2 for the Super Famicom.",7.2,27,0,0,1.15,0,1.15,"SNES"
"930","Dragon Quest IV: Chapters of the Chosen","Role-Playing","Square Enix","2008","Koichi Nakamura","This game is divided into 6 chapters. The first one, Ragnar is tasked to find the missing children. The second, a tomboy Princess named Alena escapes from her castle with 2 allies for ...                See full summary »",7,31,0.32,0.02,1.27,0.03,1.64,"DS"
"931","Dragon Quest IX: Sentinels of the Starry Skies","Role-Playing","Nintendo","2009","Jin Fujisawa, Akihiro Hino","You play as a Celestrian, an angel who falls to the mortal realm on the eve of Yggdrasil's awakening. It's up to you to reclaim Yggdrasil's Fyggs and fulfill the destiny that lies before you.",8.3,158,0.66,0.69,4.35,0.15,5.84,"DS"
"932","Dragon Quest Monsters: Joker 2","Role-Playing","Square Enix","2010","Missing","Missing",6.4,16,0.11,0.08,1.24,0.02,1.45,"DS"
"933","Dragon Quest Swords: The Masked Queen and the Tower of Mirrors","Role-Playing","Square Enix","2007","Takatsugu Nagayama","Five years ago, there was a great war between man and an evil demon known as Xiphos, the Death Bringer. Through many hardships, man was able to defeat Xiphos. Five years later, the Hero and...                See full synopsis »",6.9,28,0.18,0.01,0.5,0.02,0.71,"Wii"
"934","Dragon Quest V: Hand of the Heavenly Bride","Role-Playing","Square Enix","1992","Manabu Yamana","The hero of this game is the son of a brave warrior named Papas. It appears that his mother died just after giving birth to him, and his father took him on a long journey when he was a ...                See full summary »",8.3,131,0.19,0.02,1.36,0.02,1.6,"DS"
"935","Dragon Quest VI: Realms of Revelation","Role-Playing","Nintendo","1995","Missing","Explore two parallel worlds while distinguishing reality from illusion and seeking to discover the true meaning of your very existence.",7.4,69,0.22,0.21,1.35,0.03,1.81,"DS"
"936","Dragon Valor","Role-Playing","Sony Computer Entertainment","2000","Missing","Missing",7,7,0.04,0.03,0,0,0.07,"PS"
"937","Dragon Warrior","Role-Playing","Capcom","1986","Koichi Nakamura","A knight becomes entrusted with the impossible mission to rescue the abducted Princess Gwaelin and vanquish the Dragonlord.",7.6,243,0.49,0,0.52,1.51,2.52,"NES"
"938","Dragon Warrior II","Role-Playing","Enix Corporation","1987","Koichi Nakamura","An evil wizard named Hargon leads a raid on a castle that leaves the rest of the world speechless. It is now up to three warriors in the blood line of Lotto to rid the world of this new terror.",7.3,129,0.15,0,2.41,0,2.56,"NES"
"939","Dragon Warrior III","Role-Playing","Enix Corporation","1988","Missing","Dragon Quest III is set many years before the original Dragon Quest in a world separate from the first two games. A wicked fiend named Baramos threatens to destroy the world.",7.8,119,0.1,0,4.58,0,4.68,"GB|NES"
"940","Dragon's Crown","Role-Playing","Nippon Ichi Software","2013","George Kamitani","Crown Dragon Doragonzu Kuraun?) Is a 2D fantasy action video game roles developed by Vanillaware. Set in the medieval world of swords and sorcery game, see up to four players travel through...                See full summary »",7.5,88,0.41,0.12,0.29,0.1,0.91,"PSV|PS3"
"941","Dragon's Dogma","Role-Playing","Capcom","2012","Hideaki Itsuno, Kiyoshi Yamamoto","A dragon snatches away the heart from the chest on a warrior. Now, not dead, nor alive, the warrior must go on a quest to find the dragon and kill it to end the curse. However, there's much more at stake.",7.7,600,0.83,0.7,0.79,0.25,2.58,"PS3|X360"
"942","Dragon's Lair","Platform","Destineer","1983","Don Bluth, Tony Bozek","A valiant knight, Dirk the Daring is on a quest to rescue the fair princess from the clutches of an evil dragon.",7.5,623,0.02,0,0,0,0.02,"DS"
"943","Dragon's Lair","Platform","Destineer","1990","Missing","Platformer, based on the laserdisc arcade game Dragon's Lair (1983), Dirk The Daring must rescue Princess Daphnie from the fire breathing dragon, Signe.",3.7,47,0.02,0,0,0,0.02,"DS"
"944","Dragon's Lair 3D: Return to the Lair","Platform","THQ","2002","Don Bluth","You guide Dirk the Daring as he pursues an evil wizard through time to save his wife.",7.1,42,0.03,0.01,0,0,0.04,"GC"
"945","Dragon's Lair 3D: Return to the Lair","Platform","Ubisoft","2002","Don Bluth","You guide Dirk the Daring as he pursues an evil wizard through time to save his wife.",7.1,42,0.04,0.01,0,0,0.05,"XB"
"946","Dragster","Racing","Activision","1980","Missing","Beat your opponent across the screen, or race against the clock for best time.",4.6,29,0.3,0.02,0,0,0.32,"2600"
"947","Drake of the 99 Dragons","Shooter","Unknown","2003","Stefan Ljungqvist, Marcus Thorell","Drake is out for revenge in a supernatural Hong Kong world. You'll join Drake in 25 intense missions, as he battles ruthless villains and female assassins with an array of firearms, short ...                See full summary »",2.1,50,0.05,0.01,0,0,0.07,"XB"
"948","Drakengard","Role-Playing","Square Enix","2003","Yoko Taro","A tragic story about Caim, a knight, whose parents were killed by the evil Empire. During the battle as he fights off the Empire's knights, Caim is badly injured from an enemy attack and as...                See full summary »",7.2,145,0.19,0.15,0.26,0.05,0.65,"PS2"
"949","Drakengard 2","Role-Playing","Ubisoft","2005","Akira Yasui","Missing",7.7,70,0.06,0.05,0,0.02,0.13,"PS2"
"950","Drakengard 3","Role-Playing","Square Enix","2013","Yoko Taro","In this twisted dark fantasy world, you play a songstress who must kill her sisters.",7.4,110,0.1,0,0.19,0.02,0.3,"PS3"
"951","Drakensang: The Dark Eye","Role-Playing","Eidos Interactive","2008","Bernd Beyreuther, Lani Minella","Drakensang is a third-person party-based RPG based on the pen and paper role-play rules of The Dark Eye. Drakensang is the first PC game for over 10 years to be based on Germany's most ...                See full summary »",7.6,169,0.01,0,0,0,0.02,"PC"
"952","Drawn to Life","Action","THQ","2007","Jeremiah Slaczka","The players can draw their own character, weapons and accessories, platforms, and objects.",7.2,30,0.71,0.02,0,0.06,0.79,"DS"
"953","Dreamfall: The Longest Journey","Adventure","Empire Interactive","2006","Ragnar Tørnquist","Ten years past the inexplicable technological collapse of 2209, in a renewedly rallying future world, twenty-year-old Zoë must set out for a journey to help a friend expose an ultimate conspiracy that may be connected with the recurring visions she have been seeing lately.",8.6,1194,0.03,0.01,0,0,0.04,"XB"
"954","Drill Dozer","Platform","Unknown","2005","Ken Sugimori","A vigilante band of thieves goes in pursuit of a red gem stolen from them by an evil genius. Their weapon? A little girl in a drilling mech.",7.3,39,0.04,0.01,0,0,0.05,"GBA"
"955","Driv3r","Racing","Atari","2004","Maurice Suckling","Miami detectives Tanner and Tobias Jones must go across their hometown, Nice, and Istanbul to stop car thieves from shipping 40 of the world's most expensive cars to a mysterious international buyer.",6.1,911,0.98,0.86,0,0.19,2.02,"XB|PS2|GBA"
"956","Driven","Racing","BAM! Entertainment","2001","Missing","Missing",4.6,37,0.16,0.09,0,0.02,0.26,"GC|GBA|PS2"
